0,count
0.1,3666
0.2,89589
0.3,116513
0.4,89516
0.5,64503
0.6,48213
0.7,35456
0.8,27333
0.9,26247
1.0,19192
1.1,14520
1.2,9847
1.3,10430
1.4,9428
1.5,6196
1.6,8350
1.7,6990
1.8,4792
1.9,3795
2.0,3781
2.1,2770
2.2,2124
2.3,2501
2.4,2644
2.5,3590
2.6,3440
2.7,2484
2.8,1870
2.9,1364
3.0,1481
3.1,2274
3.2,1710
3.3,1195
3.4,851
3.5,778
3.6,561
3.7,1044
3.8,1087
3.9,831
4.0,622
4.1,450
4.2,383
4.3,306
4.4,361
4.5,326
4.6,227
4.7,192
4.8,156
4.9,575
5.0,625
5.1,362
5.2,283
5.3,220
5.4,152
5.5,112
5.6,120
5.7,77
5.8,56
5.9,53
6.0,38
6.1,33
6.2,24
6.3,45
6.4,23
6.5,21
6.6,24
6.7,12
6.8,13
6.9,12
7.0,11
7.1,13
7.2,12
7.3,11
7.4,10
7.5,7
7.6,8
7.7,5
7.8,9
8.0,1
8.1,3
8.2,1
8.3,1
8.4,2
8.8,2
9.3,1
9.7,1
